Date,RW pH,TW pH,RW Tur,TW Tur,TW FRC,RW Colour,TW Colour,RW TDS,TW TDS,RW Iron,TW Iron,RW  Hardness,TW Hardness,RW S Solids,TW S Solids,RW Aluminium,TW Aluminium,RW Chloride,TW Chloride,RW Manganese,TW Manganese,RW Conductivity  ,TW Conductivity  ,RW Calcium,RW Calcium.1,TW Calcium,TW Calcium.1,RW Magnesium,RW Magnesium.1,TW Magnesium,TW Magnesium.1,RW Alkalinity ,TW Alkalinity ,RW Ammonia as N,TW Ammonia as N,RW Total algal counts,TW Total algal counts,RW Fecal coliform,TW Fecal coliform,RW Total coliform,TW Total coliform
2024-06-25,8.008333333333333,7.83,2.380416666666666,0.95,1.1,8,3,411,423,0.082,0.086,134,140,2.0,0.4,0.016,0.027,61,65,0.034,0.034,622.7272727272727,640.9090909090909,64,25.6,68,27.2,70,17.009999999999998,72,17.496,172,157,0.143,0.135,20000000,0,1800,2,1800,2
2024-06-26,8.033333333333335,7.8,2.3829166666666666,0.95,0.99,8,3,355,360,0.078,0.088,138,144,2.0,0.4,0.018,0.027,55,60,0.032,0.03,537.8787878787879,545.4545454545454,64,25.6,68,27.2,74,17.982,76,18.468,167,152,0.132,0.123,24000000,0,1800,2,1800,2
2024-06-27,8.009166666666667,7.81,2.481666666666667,0.95,1.06,8,3,411,420,0.032,0.057,142,150,2.4,0.8,0.014,0.023,57,62,0.021,0.025,622.7272727272727,636.3636363636364,66,26.4,70,28.0,76,18.468,82,19.926,172,157,0.111,0.108,20000000,0,1800,2,1800,2
2024-06-28,7.989166666666666,7.74,2.3145833333333337,0.93,1.08,8,3,481,484,0.053,0.061,136,146,2.0,0.8,0.013,0.023,71,74,0.026,0.022,728.7878787878788,733.3333333333333,72,28.8,78,31.2,64,15.552,68,16.524,172,162,0.11,0.103,20000000,0,1800,2,1800,2
2024-06-29,7.966666666666668,7.71,2.2391666666666663,0.95,1.01,8,3,400,411,0.058,0.066,140,148,2.0,0.8,0.014,0.025,70,76,0.0196,0.02,606.060606060606,622.7272727272727,74,29.6,78,31.2,66,16.038,70,17.009999999999998,172,167,0.11,0.093,20000000,0,1800,2,1800,2
2024-06-30,7.929999999999999,7.75,2.2466666666666666,0.96,0.97,8,3,385,390,0.069,0.074,138,146,2.0,0.4,0.013,0.026,65,69,0.02,0.021,583.3333333333333,590.9090909090909,70,28.0,74,29.6,68,16.524,72,17.496,172,162,0.099,0.089,24000000,0,1800,2,1800,2
2024-07-01,7.949583333333332,7.74,2.3716666666666666,0.94,1.06,8,3,352,366,0.0959,0.1089,146,152,2.0,0.4,0.012,0.024,64,67,0.0175,0.0116,533.3333333333333,554.5454545454545,68,27.2,72,28.8,78,18.954,80,19.439999999999998,156,150,0.101,0.092,24000000,0,1800,2,1800,2
2024-07-02,7.952083333333333,7.73,2.3216666666666663,0.96,1.07,8,3,365,371,0.0992,0.1154,132,140,2.0,0.4,0.013,0.024,64,68,0.0175,0.0162,553.030303030303,562.1212121212121,70,28.0,72,28.8,62,15.065999999999999,68,16.524,166,148,0.095,0.084,20000000,0,1800,2,1800,2
2024-07-03,7.970416666666668,7.75,2.3783333333333334,0.96,1.11,8,3,348,352,0.0959,0.157,126,134,2.0,0.8,0.015,0.026,61,65,0.0123,0.0175,527.2727272727273,533.3333333333333,64,25.6,68,27.2,62,15.065999999999999,66,16.038,160,142,0.092,0.076,24000000,0,1800,2,1800,2
2024-07-04,7.962916666666665,7.8,2.3141666666666665,0.96,1.12,9,3,380,388,0.1057,0.1106,132,144,2.0,0.4,0.016,0.027,70,76,0.0181,0.0071,575.7575757575758,587.8787878787879,66,26.4,74,29.6,66,16.038,70,17.009999999999998,178,164,0.099,0.094,20000000,0,1800,2,1800,2
2024-07-05,7.954166666666666,7.75,2.3545833333333337,0.94,1.07,8,3,372,384,0.0992,0.1138,158,136,2.0,0.4,0.018,0.028,65,69,0.0077,0.0123,563.6363636363636,581.8181818181818,66,26.4,70,28.0,62,15.065999999999999,66,16.038,164,144,0.099,0.099,20000000,0,1800,2,1800,2
2024-07-06,7.945416666666667,7.73,2.5120833333333334,0.96,1.01,8,3,327,334,0.1089,0.1268,126,134,2.4,0.8,0.017,0.028,65,70,0.0188,0.0142,495.45454545454544,506.06060606060606,64,25.6,68,27.2,62,15.065999999999999,66,16.038,158,148,0.093,0.083,20000000,0,1800,2,1800,2
2024-07-07,7.9224999999999985,7.74,2.3620833333333335,0.96,1.09,8,3,331,342,0.1008,0.1122,132,140,2.0,0.4,0.016,0.028,63,70,0.0194,0.0194,501.5151515151515,518.1818181818181,68,27.2,70,28.0,64,15.552,70,17.009999999999998,162,146,0.093,0.076,24000000,0,1800,2,1800,2
2024-07-08,7.957916666666665,7.72,2.3175000000000003,0.96,1.12,8,3,345,352,0.0927,0.1236,130,136,2.4,0.8,0.018,0.028,52,55,0.0162,0.0123,522.7272727272727,533.3333333333333,64,25.6,68,27.2,66,16.038,68,16.524,160,150,0.098,0.093,20000000,0,1800,2,1800,2
2024-07-10,7.992916666666666,7.8,2.49,0.97,1.13,8,2,343,366,0.0894,0.1334,130,136,2.4,0.8,0.014,0.028,58,63,0.0103,0.0142,519.6969696969696,554.5454545454545,68,27.2,74,29.6,62,15.065999999999999,62,15.065999999999999,170,150,0.094,0.083,16000000,0,1800,2,1800,2
2024-07-11,7.9987499999999985,7.78,2.70875,0.95,1.1,9,3,389,401,0.1008,0.1187,134,142,2.4,0.8,0.016,0.028,59,64,0.026,0.0325,589.3939393939394,607.5757575757575,66,26.4,70,28.0,68,16.524,74,17.982,175,160,0.209,0.2,20000000,0,1800,2,1800,2
2024-07-12,7.9674999999999985,7.77,2.2783333333333338,0.95,1.07,8,3,356,360,0.0992,0.1312,136,146,2.0,0.4,0.017,0.03,54,57,0.0299,0.0292,539.3939393939394,545.4545454545454,72,28.8,76,30.4,64,15.552,70,17.009999999999998,170,155,0.204,0.191,20000000,0,1800,2,1800,2
2024-07-13,7.97,7.79,2.5787500000000003,0.97,1.03,8,2,305,352,0.0699,0.1057,140,146,2.8,0.8,0.017,0.03,52,55,0.0338,0.0312,462.1212121212121,533.3333333333333,60,24.0,64,25.6,80,19.439999999999998,82,19.926,165,150,0.201,0.177,16000000,0,1800,2,1800,2
2024-07-14,7.96125,7.77,2.5054166666666666,0.94,1.13,8,2,467,481,0.0894,0.122,156,164,2.4,0.8,0.013,0.026,88,92,0.0286,0.0305,707.5757575757575,728.7878787878788,82,32.8,86,34.4,74,17.982,78,18.954,175,160,0.188,0.171,20000000,0,1800,2,1800,2
2024-07-15,7.945833333333333,7.71,2.4133333333333336,0.95,1.11,8,2,368,381,0.0862,0.1106,142,148,2.0,0.4,0.015,0.027,61,68,0.0305,0.0338,557.5757575757575,577.2727272727273,70,28.0,72,28.8,72,17.496,76,18.468,170,160,0.197,0.183,20000000,0,1800,2,1800,2
2024-07-16,7.965416666666667,7.74,2.5833333333333335,0.95,1.11,8,2,327,339,0.07664,0.0975,130,136,2.4,0.8,0.015,0.03,51,54,0.0318,0.0338,495.45454545454544,513.6363636363636,70,28.0,74,29.6,60,14.58,62,15.065999999999999,170,160,0.206,0.189,16000000,0,1800,2,1800,2
2024-07-17,7.937083333333333,7.73125,2.5058333333333334,0.9570833333333333,1.1304166666666668,8,2,356,362,0.0601,0.078,128,136,2.4,0.8,0.017,0.031,50,54,0.0344,0.0312,539.3939393939394,548.4848484848485,66,26.4,70,28.0,62,15.065999999999999,66,16.038,170,160,0.199,0.183,16000000,0,1800,2,1800,2
2024-07-19,7.892083333333332,7.69,2.690416666666667,0.95,1.07,8,2,382,391,0.078,0.116,142,150,2.4,0.8,0.015,0.029,54,57,0.026,0.0279,578.7878787878788,592.4242424242424,64,25.6,68,27.2,78,18.954,82,19.926,175,160,0.197,0.179,16000000,0,1800,2,1800,2
2024-07-20,7.880416666666666,7.73,2.51,0.97,1.07,8,2,386,393,0.0812,0.0975,144,152,2.0,0.4,0.016,0.032,56,61,0.026,0.023,584.8484848484849,595.4545454545454,66,26.4,70,28.0,78,18.954,82,19.926,175,165,0.205,0.191,16000000,0,1800,2,1800,2
2024-07-21,7.8670833333333325,7.7,2.4454166666666666,0.95,1.06,8,2,398,405,0.106,0.117,144,150,2.0,0.4,0.016,0.03,61,68,0.021,0.017,603.030303030303,613.6363636363636,68,27.2,70,28.0,76,18.468,80,19.439999999999998,170,160,0.19,0.188,16000000,0,1800,2,1800,2
2024-07-22,7.981666666666668,7.72,2.4200000000000004,0.95,1.11,9,2,387,395,0.109,0.114,140,148,2.0,0.4,0.017,0.031,62,69,0.021,0.025,586.3636363636364,598.4848484848485,68,27.2,72,28.8,72,17.496,76,18.468,175,160,0.187,0.187,20000000,0,1800,2,1800,2
2024-07-23,8.044166666666667,7.72,2.520833333333333,0.96,1.12,8,2,360,368,0.104,0.119,134,140,2.4,0.8,0.015,0.029,55,59,0.017,0.019,545.4545454545454,557.5757575757575,64,25.6,68,27.2,70,17.009999999999998,72,17.496,165,150,0.182,0.178,20000000,0,1800,2,1800,2
2024-07-24,8.006666666666668,7.76,2.624166666666667,0.97,1.12,8,2,364,371,0.099,0.122,138,144,2.4,0.8,0.015,0.029,54,59,0.014,0.018,551.5151515151515,562.1212121212121,66,26.4,68,27.2,72,17.496,76,18.468,170,160,0.186,0.173,20000000,0,1800,2,1800,2
2024-07-25,7.980833333333332,7.81,2.401666666666666,0.96,1.16,8,2,387,395,0.081,0.135,136,142,2.4,0.8,0.014,0.026,56,62,0.01,0.008,586.3636363636364,598.4848484848485,68,27.2,70,28.0,68,16.524,72,17.496,175,165,0.182,0.163,20000000,0,1800,2,1800,2
2024-07-26,7.950833333333332,7.75,2.7616666666666667,0.95,1.1,8,2,389,397,0.101,0.119,140,148,2.0,0.4,0.013,0.025,57,63,0.015,0.016,589.3939393939394,601.5151515151515,72,28.8,76,30.4,68,16.524,72,17.496,170,160,0.181,0.156,20000000,0,1800,2,1800,2
2024-07-27,7.953333333333332,7.73,2.7870833333333334,0.96,1.13,8,2,382,393,0.098,0.111,128,136,2.0,0.4,0.016,0.031,50,54,0.014,0.008,578.7878787878788,595.4545454545454,66,26.4,70,28.0,62,15.065999999999999,66,16.038,160,150,0.18,0.16,16000000,0,1800,2,1800,2
2024-07-28,7.92875,7.65,2.5817083333333337,0.97,1.11,8,2,390,397,0.099,0.119,140,148,2.0,0.4,0.016,0.03,58,62,0.009,0.008,590.9090909090909,601.5151515151515,66,26.4,70,28.0,74,17.982,78,18.954,165,155,0.187,0.18,16000000,0,1800,2,1800,2
2024-07-29,7.985714285714285,7.7,4.989285714285714,0.97,0.96,9,2,398,408,0.099,0.12,144,150,4.0,0.8,0.015,0.028,56,61,0.011,0.008,603.030303030303,618.1818181818181,70,28.0,74,29.6,74,17.982,76,18.468,165,155,0.184,0.18,16000000,0,1800,2,1800,2
2024-07-30,7.879999999999999,7.64,29.478333333333335,1.11,1.17,10,4,160,173,0.081,0.109,64,68,8.4,1.2,0.015,0.032,20,26,0.013,0.008,242.4242424242424,262.1212121212121,56,22.4,60,24.0,8,1.944,8,1.944,80,60,0.178,0.162,16000000,0,1800,2,1800,2
2024-07-31,7.781666666666666,7.52,181.37500000000003,1.77,1.03,20,4,130,146,0.089,0.099,50,58,84.0,2.8,0.018,0.032,18,22,0.009,0.009,196.96969696969697,221.2121212121212,44,17.6,50,20.0,6,1.458,8,1.944,65,50,0.183,0.157,24000000,0,1800,2,1800,2
2024-08-01,7.566666666666666,7.4,28.094166666666663,1.3,0.65,15,4,120,128,0.2079,0.306,44,52,23.2,1.6,0.023,0.034,15,21,0.0213,0.0238,181.8181818181818,193.93939393939394,28,11.2,42,16.8,6,1.458,10,2.4299999999999997,60,50,0.136,0.122,16000000,0,1800,2,1800,2
2024-08-02,7.726249999999998,7.4,15.662500000000001,0.96,0.58,15,4,120,127,0.212,0.294,40,46,13.2,1.2,0.012,0.024,17,21,0.023,0.0255,181.8181818181818,192.4242424242424,36,14.4,40,16.0,4,0.972,6,1.458,65,50,0.128,0.119,16000000,0,1800,2,1800,2
2024-08-03,7.758749999999999,7.42,16.06416666666667,0.97,0.61,15,4,109,115,0.1996,0.288,38,46,12.4,1.2,0.015,0.026,15,17,0.0247,0.0259,165.15151515151516,174.24242424242422,34,13.6,38,15.2,4,0.972,8,1.944,60,45,0.121,0.112,16000000,0,1800,2,1800,2
2024-08-04,7.796666666666668,7.44,16.88208333333333,0.96,0.63,10,3,107,113,0.1858,0.2867,36,44,12.8,1.2,0.017,0.034,14,16,0.0213,0.0208,162.12121212121212,171.21212121212122,32,12.8,38,15.2,4,0.972,8,1.944,55,40,0.12,0.11,16000000,0,1800,2,1800,2
2024-08-05,7.779583333333334,7.41,15.735000000000001,0.96,0.62,10,2,104,110,0.1236,0.2121,34,40,12.0,1.2,0.018,0.035,14,18,0.0217,0.0217,157.57575757575756,166.66666666666666,30,12.0,34,13.6,4,0.972,6,1.458,55,45,0.112,0.106,16000000,0,1800,2,1800,2
2024-08-06,7.8016666666666685,7.41,13.98958333333333,0.95,0.62,10,2,107,112,0.1291,0.2024,34,40,11.2,1.2,0.016,0.025,15,16,0.0238,0.0225,162.12121212121212,169.6969696969697,30,12.0,36,14.4,4,0.972,4,0.972,55,40,0.11,0.105,16000000,0,1800,2,1800,2
2024-08-07,7.860416666666667,7.45,10.972083333333336,0.97,0.67,10,2,130,138,0.1029,0.2024,44,50,10.4,1.2,0.016,0.027,15,17,0.0225,0.0257,196.96969696969697,209.0909090909091,38,15.2,42,16.8,6,1.458,8,1.944,70,55,0.118,0.109,16000000,0,1800,2,1800,2
2024-08-08,7.84625,7.48,9.221666666666666,0.97,0.64,10,2,133,140,0.1209,0.2162,46,52,8.4,1.2,0.014,0.028,16,17,0.0259,0.0263,201.5151515151515,212.12121212121212,40,16.0,44,17.6,6,1.458,8,1.944,65,55,0.113,0.105,20000000,0,1800,2,1800,2
2024-08-09,7.852500000000002,7.46,9.194583333333336,0.97,0.64,10,2,138,145,0.1264,0.1941,48,56,9.2,1.2,0.019,0.031,18,21,0.0263,0.028,209.0909090909091,219.6969696969697,40,16.0,46,18.4,8,1.944,10,2.4299999999999997,65,55,0.111,0.103,16000000,0,1800,2,1800,2
2024-08-10,7.823333333333334,7.45,9.397083333333333,0.94,0.62,10,2,130,142,0.125,0.2024,42,48,6.8,1.2,0.016,0.028,20,23,0.0259,0.0263,196.96969696969697,215.15151515151513,32,12.8,36,14.4,10,2.4299999999999997,12,2.916,60,50,0.105,0.1,16000000,0,1800,2,1800,2
2024-08-11,7.830000000000001,7.45,9.659166666666666,0.95,0.62,10,2,110,115,0.1319,0.201,34,40,8.8,1.2,0.013,0.027,16,19,0.0255,0.0259,166.66666666666666,174.24242424242422,26,10.4,30,12.0,8,1.944,10,2.4299999999999997,50,40,0.109,0.102,16000000,0,1800,2,1800,2
2024-08-12,7.8598695652173935,7.46,10.803913043478259,0.94,0.66,10,2,112,127,0.1319,0.2355,38,42,10.4,1.2,0.013,0.028,17,19,0.028,0.0268,169.6969696969697,192.4242424242424,30,12.0,34,13.6,8,1.944,8,1.944,55,45,0.1,0.098,16000000,0,1800,2,1800,2
2024-08-13,7.84625,7.49,9.287083333333333,0.96,0.6,10,2,126,135,0.2051,0.3226,40,46,7.2,1.2,0.017,0.03,19,22,0.0285,0.0242,190.9090909090909,204.54545454545453,32,12.8,36,14.4,8,1.944,10,2.4299999999999997,60,50,0.1,0.098,20000000,0,1800,2,1800,2
2024-08-14,7.899583333333331,7.51,7.78625,0.96,0.63,10,2,115,121,0.1347,0.2148,40,44,6.8,1.2,0.014,0.03,16,19,0.0259,0.0242,174.24242424242422,183.33333333333331,34,13.6,38,15.2,6,1.458,10,2.4299999999999997,65,50,0.101,0.098,16000000,0,1800,2,1800,2
2024-08-15,7.937083333333333,7.5,6.288333333333334,0.94,0.63,8,2,145,150,0.1319,0.2245,48,54,5.6,0.4,0.011,0.025,20,22,0.0259,0.0268,219.6969696969697,227.27272727272725,36,14.4,40,16.0,12,2.916,14,3.402,80,70,0.103,0.098,20000000,0,1800,2,1800,2
2024-08-16,7.931666666666666,7.57,7.894583333333333,0.96,0.64,10,2,164,176,0.1416,0.2245,64,70,8.0,1.2,0.017,0.029,21,24,0.0225,0.0259,248.48484848484847,266.66666666666663,58,23.2,62,24.8,6,1.458,10,2.4299999999999997,80,70,0.106,0.101,16000000,0,1800,2,1800,2
2024-08-17,7.8775,7.64,7.334166666666666,0.96,0.66,8,2,135,144,0.1513,0.2355,60,66,7.2,1.2,0.014,0.028,19,20,0.0263,0.0242,204.54545454545453,218.18181818181816,54,21.6,58,23.2,6,1.458,8,1.944,65,55,0.1,0.094,16000000,0,1800,2,1800,2
2024-08-18,7.77875,7.62,7.611249999999999,0.95,0.64,10,2,114,123,0.154,0.2438,36,44,6.8,1.2,0.015,0.03,15,19,0.0242,0.0251,172.72727272727272,186.36363636363635,30,12.0,36,14.4,6,1.458,8,1.944,55,45,0.1,0.095,16000000,0,1800,2,1800,2
2024-08-19,7.839166666666666,7.53,6.59375,0.94,0.65,10,2,160,167,0.1692,0.2535,68,74,6.4,1.2,0.017,0.026,12,14,0.0247,0.0251,242.4242424242424,253.03030303030303,50,20.0,52,20.8,18,4.374,22,5.346,75,60,0.105,0.099,16000000,0,1800,2,1800,2
2024-08-20,7.8325000000000005,7.51,5.770416666666667,0.95,0.67,10,2,148,160,0.1637,0.2576,58,66,5.2,1.2,0.018,0.029,15,19,0.0238,0.0247,224.24242424242422,242.4242424242424,50,20.0,56,22.4,8,1.944,10,2.4299999999999997,75,65,0.105,0.098,16000000,0,1800,2,1800,2
2024-08-21,7.815833333333333,7.52,6.457916666666666,0.94,0.67,10,2,140,154,0.1775,0.2549,54,62,7.2,1.2,0.012,0.023,17,21,0.0242,0.0285,212.12121212121212,233.33333333333331,44,17.6,50,20.0,10,2.4299999999999997,12,2.916,75,60,0.137,0.133,20000000,0,1800,2,1800,2
2024-08-22,7.77,7.48,5.563333333333333,0.96,0.69,10,2,131,139,0.1734,0.2424,52,58,4.8,0.8,0.016,0.027,16,20,0.0318,0.0293,198.48484848484847,210.6060606060606,44,17.6,48,19.2,8,1.944,10,2.4299999999999997,70,55,0.138,0.113,16000000,0,1800,2,1800,2
2024-08-23,7.752916666666665,7.46,6.184999999999999,0.95,0.69,8,2,130,138,0.1609,0.2535,50,58,5.2,0.8,0.019,0.03,18,21,0.0285,0.034,196.96969696969697,209.0909090909091,38,15.2,44,17.6,12,2.916,14,3.402,65,45,0.114,0.105,16000000,0,1800,2,1800,2
2024-08-24,7.7820833333333335,7.46,6.690416666666667,0.96,0.62,10,2,108,121,0.1582,0.2728,38,48,7.6,1.2,0.017,0.032,17,22,0.0331,0.0361,163.63636363636363,183.33333333333331,28,11.2,34,13.6,10,2.4299999999999997,14,3.402,55,40,0.141,0.109,16000000,0,1800,2,1800,2
2024-08-25,7.742083333333333,7.47,6.346666666666667,0.94,0.63,10,2,120,127,0.1665,0.2549,40,48,9.2,1.2,0.014,0.031,18,22,0.0352,0.0306,181.8181818181818,192.4242424242424,26,10.4,30,12.0,14,3.402,18,4.374,55,40,0.128,0.111,16000000,0,1800,2,1800,2
2024-08-26,7.913749999999998,7.53,5.23625,0.95,0.64,8,2,118,125,0.1499,0.2963,38,48,4.8,0.8,0.019,0.03,16,20,0.0327,0.0373,178.78787878787878,189.39393939393938,32,12.8,38,15.2,6,1.458,10,2.4299999999999997,60,45,0.113,0.101,20000000,0,1800,2,1800,2
2024-08-27,7.986250000000001,7.55,5.465833333333333,0.96,0.63,10,2,118,125,0.1416,0.2728,30,36,4.8,0.8,0.014,0.031,17,21,0.0348,0.0369,178.78787878787878,189.39393939393938,26,10.4,32,12.8,4,0.972,4,0.972,55,45,0.12,0.102,16000000,0,1800,2,1800,2
2024-08-28,7.907916666666666,7.57,4.357499999999999,0.97,0.68,8,2,119,125,0.155,0.2535,36,42,3.2,0.4,0.015,0.027,17,21,0.0205,0.0205,180.30303030303028,189.39393939393938,30,12.0,34,13.6,6,1.458,8,1.944,55,45,0.111,0.105,16000000,0,1800,2,1800,2
2024-08-29,7.831250000000001,7.54,4.449999999999999,0.95,0.7,8,2,120,131,0.1443,0.1899,38,46,3.2,0.8,0.015,0.03017,17,11,0.0179,0.0099,181.8181818181818,198.48484848484847,30,12.0,34,13.6,8,1.944,12,2.916,65,50,0.132,0.12,16000000,0,1800,2,1800,2
2024-08-30,7.832083333333334,7.55,4.405833333333333,0.95,0.68,8,2,132,141,0.1761,0.1969,44,52,2.8,0.8,0.014,0.028,19,23,0.02,0.02,200.0,213.63636363636363,32,12.8,36,14.4,12,2.916,16,3.888,70,60,0.129,0.115,16000000,0,1800,2,1800,2
2024-08-31,7.840000000000001,7.525416666666666,4.152916666666667,0.9537500000000002,0.6624999999999999,8,2,135,144,0.1637,0.1886,42,52,3.6,0.8,0.017,0.031,18,22,0.0183,0.0149,204.54545454545453,218.18181818181816,34,13.6,38,15.2,8,1.944,14,3.402,65,55,0.122,0.114,16000000,0,1800,2,1800,2
2024-09-01,7.787083333333334,7.44,5.437083333333334,0.94,0.67,10,2,128,140,0.0294,0.0651,40,50,5.2,0.8,0.016,0.031,18,22,0.025,0.018,193.93939393939394,212.12121212121212,30,12.0,34,13.6,10,2.4299999999999997,16,3.888,65,55,0.094,0.091,16000000,0,1800,2,1800,2
2024-09-02,7.840416666666666,7.5,3.6650000000000005,0.93,0.77,8,2,120,128,0.0237,0.0523,36,46,3.2,0.8,0.015,0.03,17,21,0.0193,0.0183,181.8181818181818,193.93939393939394,28,11.2,34,13.6,8,1.944,12,2.916,60,45,0.091,0.071,16000000,0,1800,2,1800,2
2024-09-03,7.810416666666669,7.46,4.341666666666666,0.95,0.68,8,2,126,135,0.0152,0.0394,40,48,5.6,0.8,0.018,0.032,17,22,0.0199,0.0188,190.9090909090909,204.54545454545453,34,13.6,38,15.2,6,1.458,10,2.4299999999999997,65,50,0.077,0.063,20000000,0,1800,2,1800,2
2024-09-04,7.814999999999999,7.46,4.932499999999998,0.96,0.68,10,2,126,134,0.018,0.0366,36,44,4.0,0.8,0.015,0.031,17,20,0.021,0.0237,190.9090909090909,203.03030303030303,30,12.0,36,14.4,6,1.458,8,1.944,60,50,0.09,0.076,16000000,0,1800,2,1800,2
2024-09-06,7.792916666666668,7.53,3.6591666666666676,0.96,0.66,8,2,127,135,0.0623,0.0794,40,50,2.8,0.8,0.012,0.025,17,21,0.023,0.025,192.4242424242424,204.54545454545453,32,12.8,38,15.2,8,1.944,12,2.916,65,50,0.086,0.064,16000000,0,1800,2,1800,2
2024-09-07,7.829583333333335,7.53,4.48125,0.96,0.71,8,2,130,141,0.0351,0.0837,40,48,2.8,0.8,0.014,0.027,16,21,0.0231,0.0291,196.96969696969697,213.63636363636363,30,12.0,34,13.6,10,2.4299999999999997,14,3.402,65,55,0.085,0.073,16000000,0,1800,2,1800,2
2024-09-08,7.826666666666667,7.53,3.4308333333333327,0.94,0.65,8,2,130,137,0.048,0.0594,38,48,2.8,0.8,0.012,0.025,16,22,0.0264,0.0296,196.96969696969697,207.57575757575756,28,11.2,32,12.8,10,2.4299999999999997,16,3.888,60,50,0.078,0.07,16000000,0,1800,2,1800,2
2024-09-09,7.855833333333332,7.51,3.2366666666666664,0.94,0.68,8,2,134,139,0.0166,0.0594,42,48,2.8,0.4,0.016,0.026,16,20,0.0248,0.0318,203.03030303030303,210.6060606060606,36,14.4,42,16.8,6,1.458,6,1.458,70,60,0.078,0.071,20000000,0,1800,2,1800,2
2024-09-10,7.877916666666667,7.56,3.0775,0.94,0.69,8,2,132,138,0.0823,0.1023,32,40,2.4,0.4,0.018,0.026,17,20,0.0286,0.0291,200.0,209.0909090909091,26,10.4,34,13.6,6,1.458,6,1.458,65,55,0.095,0.093,16000000,0,1800,2,1800,2
2024-09-11,7.879583333333334,7.58,3.2762499999999997,0.94,0.67,8,2,134,139,0.0994,0.1322,38,44,2.8,0.8,0.013,0.029,17,20,0.0259,0.0264,203.03030303030303,210.6060606060606,28,11.2,32,12.8,10,2.4299999999999997,12,2.916,65,55,0.094,0.079,20000000,0,1800,2,1800,2
2024-09-12,7.846666666666665,7.56,3.269166666666667,0.94,0.73,8,2,132,138,0.1137,0.1479,40,46,3.2,0.8,0.01,0.026,16,20,0.028,0.028,200.0,209.0909090909091,30,12.0,32,12.8,10,2.4299999999999997,14,3.402,70,60,0.141,0.0117,20000000,0,1800,2,1800,2
2024-09-13,7.840000000000001,7.65,3.303333333333333,0.96,0.73,8,2,140,148,0.1594,0.1751,40,48,3.2,0.8,0.014,0.031,16,19,0.028,0.0286,212.12121212121212,224.24242424242422,32,12.8,40,16.0,8,1.944,8,1.944,70,60,0.103,0.096,16000000,0,1800,2,1800,2
2024-09-14,7.8379166666666675,7.66,3.450833333333334,0.96,0.79,8,2,135,141,0.0751,0.1037,38,46,2.8,0.4,0.013,0.028,16,19,0.0291,0.0286,204.54545454545453,213.63636363636363,30,12.0,34,13.6,8,1.944,12,2.916,70,60,0.101,0.093,20000000,0,1800,2,1800,2
2024-09-15,7.862499999999998,7.66,3.5400000000000005,0.95,0.82,8,2,141,148,0.1094,0.1194,40,48,2.8,0.4,0.014,0.029,15,18,0.0275,0.0291,213.63636363636363,224.24242424242422,32,12.8,40,16.0,8,1.944,8,1.944,70,60,0.107,0.094,20000000,0,1800,2,1800,2
2024-09-16,7.859166666666667,7.62,3.4216666666666673,0.95,0.79,8,2,141,146,0.0437,0.0394,40,48,3.2,0.8,0.013,0.027,17,21,0.0334,0.0269,213.63636363636363,221.2121212121212,32,12.8,38,15.2,8,1.944,10,2.4299999999999997,75,65,0.104,0.096,20000000,0,1800,2,1800,2
2024-09-17,7.847916666666669,7.59,3.318333333333334,0.93,0.7,8,2,145,149,0.058,0.0794,44,50,2.4,0.4,0.011,0.028,18,22,0.0096,0.0063,219.6969696969697,225.75757575757575,34,13.6,40,16.0,10,2.4299999999999997,10,2.4299999999999997,80,70,0.16,0.0151,20000000,0,1800,2,1800,2
2024-09-18,7.841250000000001,7.63,3.1237500000000007,0.96,0.79,8,2,158,164,0.0594,0.0794,46,54,2.8,0.8,0.014,0.028,19,23,0.0069,0.0123,239.39393939393938,248.48484848484847,32,12.8,40,16.0,14,3.402,14,3.402,75,65,0.152,0.133,16000000,0,1800,2,1800,2
2024-09-19,7.824583333333334,7.63,3.5212500000000007,0.96,0.75,8,2,144,151,0.0765,0.0908,48,54,2.8,0.8,0.013,0.027,19,22,0.0101,0.0134,218.18181818181816,194.0,36,14.4,42,16.8,12,2.916,12,2.916,75,65,0.135,0.125,16000000,0,1800,2,1800,2
2024-09-20,7.842916666666668,7.59,3.05125,0.95,0.69,8,2,140,149,0.0637,0.0765,42,50,2.4,0.8,0.013,0.029,18,21,0.0139,0.0156,212.12121212121212,194.0,36,14.4,42,16.8,6,1.458,8,1.944,70,60,0.132,0.117,20000000,0,1800,2,1800,2
2024-09-21,7.835000000000001,7.56,2.537083333333333,0.95,0.68,8,2,143,151,0.0751,0.1251,40,48,2.4,0.4,0.009,0.023,18,21,0.0156,0.0085,216.66666666666666,194.0,32,12.8,40,16.0,8,1.944,8,1.944,70,60,0.136,0.119,20000000,0,1800,2,1800,2
2024-09-22,7.829583333333335,7.59,2.419166666666667,0.94,0.84,8,2,150,157,0.0651,0.1265,42,52,2.0,0.4,0.013,0.028,19,22,0.107,0.0123,227.27272727272725,194.0,34,13.6,40,16.0,8,1.944,12,2.916,75,65,0.126,0.114,20000000,0,1800,2,1800,2
